name,percentage_male,japanese_name,classfication,attack,defense,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,experience_growth,height_m,hp,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
Seadra,50,Seadraシードラ,Dragon Pokémon,65,95,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,440,75,1000000,1.2,55,117,95,45,85,water,,25.0,1,0
Goldeen,50,Tosakintoトサキント,Goldfish Pokémon,67,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,320,225,1000000,0.6,45,118,35,50,63,water,,15.0,1,0
Seaking,50,Azumaoアズマオウ,Goldfish Pokémon,92,65,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,450,60,1000000,1.3,80,119,65,80,68,water,,39.0,1,0
Staryu,,Hitodemanヒトデマン,Starshape Pokémon,45,55,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,340,225,1250000,0.8,30,120,70,55,85,water,,34.5,1,0
Starmie,,Starmieスターミー,Mysterious Pokémon,75,85,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,5120,70,520,60,1250000,1.1,60,121,100,85,115,water,psychic,80.0,1,0
Mr. Mime,50,Barrierdバリヤード,Barrier Pokémon,45,65,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,6400,70,460,45,1000000,1.3,40,122,100,120,90,psychic,fairy,54.5,1,0
Scyther,50,Strikeストライク,Mantis Pokémon,110,80,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,6400,70,500,45,1000000,1.5,70,123,55,80,105,bug,flying,56.0,1,0
Jynx,0,Rougelaルージュラ,Humanshape Pokémon,50,35,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,6400,70,455,45,1000000,1.4,65,124,115,95,95,ice,psychic,40.6,1,0
Electabuzz,75.4,Elebooエレブー,Electric Pokémon,83,57,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,6400,70,490,45,1000000,1.1,65,125,95,85,105,electric,,30.0,1,0
Magmar,75.4,Booberブーバー,Spitfire Pokémon,95,57,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,6400,70,495,45,1000000,1.3,65,126,100,85,93,fire,,44.5,1,0
Pinsir,50,Kailiosカイロス,Stagbeetle Pokémon,155,120,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,6400,70,600,45,1250000,1.5,65,127,65,90,105,bug,,55.0,1,0
Tauros,100,Kentaurosケンタロス,Wild Bull Pokémon,100,95,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,490,45,1250000,1.4,75,128,40,70,110,normal,,88.4,1,0
Magikarp,50,Koikingコイキング,Fish Pokémon,10,55,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,1280,70,200,255,1250000,0.9,20,129,15,20,80,water,,10.0,1,0
Gyarados,50,Gyaradosギャラドス,Atrocious Pokémon,155,109,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,1280,70,640,45,1250000,6.5,95,130,70,130,81,water,flying,235.0,1,0
Lapras,50,Laplaceラプラス,Transport Pokémon,85,80,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,10240,70,535,45,1250000,2.5,130,131,85,95,60,water,ice,220.0,1,0
Ditto,,Metamonメタモン,Transform Pokémon,48,48,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,288,35,1000000,0.3,48,132,48,48,48,normal,,4.0,1,0
Eevee,88.1,Eievuiイーブイ,Evolution Pokémon,55,50,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,8960,70,325,45,1000000,0.3,55,133,45,65,55,normal,,6.5,1,0
Vaporeon,88.1,Showersシャワーズ,Bubble Jet Pokémon,65,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,8960,70,525,45,1000000,1.0,130,134,110,95,65,water,,29.0,1,0
Jolteon,88.1,Thundersサンダース,Lightning Pokémon,65,60,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,8960,70,525,45,1000000,0.8,65,135,110,95,130,electric,,24.5,1,0
Flareon,88.1,Boosterブースター,Flame Pokémon,130,60,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,8960,70,525,45,1000000,0.9,65,136,95,110,65,fire,,25.0,1,0
Porygon,,Porygonポリゴン,Virtual Pokémon,60,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,395,45,1000000,0.8,65,137,85,75,40,normal,,36.5,1,0
Omanyte,88.1,Omniteオムナイト,Spiral Pokémon,40,100,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,7680,70,355,45,1000000,0.4,35,138,90,55,35,rock,water,7.5,1,0
Omastar,88.1,Omstarオムスター,Spiral Pokémon,60,125,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,7680,70,495,45,1000000,1.0,70,139,115,70,55,rock,water,35.0,1,0
Kabuto,88.1,Kabutoカブト,Shellfish Pokémon,80,90,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,7680,70,355,45,1000000,0.5,30,140,55,45,55,rock,water,11.5,1,0
Kabutops,88.1,Kabutopsカブトプス,Shellfish Pokémon,115,105,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,7680,70,495,45,1000000,1.3,60,141,65,70,80,rock,water,40.5,1,0
Aerodactyl,88.1,Pteraプテラ,Fossil Pokémon,135,85,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,8960,70,615,45,1250000,1.8,80,142,70,95,150,rock,flying,59.0,1,0
Snorlax,88.1,Kabigonカビゴン,Sleeping Pokémon,110,65,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,70,540,25,1250000,2.1,160,143,65,110,30,normal,,460.0,1,0
Articuno,,Freezerフリーザー,Freeze Pokémon,85,100,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,20480,35,580,3,1250000,1.7,90,144,95,125,85,ice,flying,55.4,1,1
Zapdos,,Thunderサンダー,Electric Pokémon,90,85,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,20480,35,580,3,1250000,1.6,90,145,125,90,100,electric,flying,52.6,1,1
Moltres,,Fireファイヤー,Flame Pokémon,0.00,0.00,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,20480,35,580,3,1250000,2.0,90,146,125,85,90,fire,flying,60.0,1,1
Dratini,50,Miniryuミニリュウ,Dragon Pokémon,64,45,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,300,45,1250000,1.8,41,147,50,50,50,dragon,,3.3,1,0
Dragonair,50,Hakuryuハクリュー,Dragon Pokémon,84,65,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,420,45,1250000,4.0,61,148,70,70,70,dragon,,16.5,1,0
Dragonite,50,Kairyuカイリュー,Dragon Pokémon,134,95,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,10240,35,600,45,1250000,2.2,91,149,100,100,80,dragon,flying,210.0,1,0
Mewtwo,,Mewtwoミュウツー,Genetic Pokémon,150,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,0,780,3,1250000,2.0,106,150,194,120,140,psychic,,122.0,1,1
Mew,,Mewミュウ,New Species Pokémon,100,100,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,100,600,45,1059860,0.4,100,151,100,100,100,psychic,,4.0,1,1
Chikorita,88.1,Chicoritaチコリータ,Leaf Pokémon,49,65,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,318,45,1059860,0.9,45,152,49,65,45,grass,,6.4,2,0
Bayleef,88.1,Bayleafベイリーフ,Leaf Pokémon,62,80,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,405,45,1059860,1.2,60,153,63,80,60,grass,,15.8,2,0
Meganium,88.1,Meganiumメガニウム,Herb Pokémon,82,100,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,525,45,1059860,1.8,80,154,83,100,80,grass,,100.5,2,0
Cyndaquil,88.1,Hinoarashiヒノアラシ,Fire Mouse Pokémon,52,43,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,309,45,1059860,0.5,39,155,60,50,65,fire,,7.9,2,0
Quilava,88.1,Magmarashiマグマラシ,Volcano Pokémon,64,58,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,405,45,1059860,0.9,58,156,80,65,80,fire,,19.0,2,0
Typhlosion,88.1,Bakphoonバクフーン,Volcano Pokémon,84,78,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,534,45,1059860,1.7,78,157,109,85,100,fire,,79.5,2,0
Totodile,88.1,Waninokoワニノコ,Big Jaw Pokémon,65,64,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,314,45,1059860,0.6,50,158,44,48,43,water,,9.5,2,0
Croconaw,88.1,Alligatesアリゲイツ,Big Jaw Pokémon,80,80,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,405,45,1059860,1.1,65,159,59,63,58,water,,25.0,2,0
Feraligatr,88.1,Ordileオーダイル,Big Jaw Pokémon,105,100,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,530,45,1059860,2.3,85,160,79,83,78,water,,88.8,2,0
Sentret,50,Otachiオタチ,Scout Pokémon,46,34,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,215,255,1000000,0.8,35,161,35,45,20,normal,,6.0,2,0
Furret,50,Ootachiオオタチ,Long Body Pokémon,76,64,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,415,90,1000000,1.8,85,162,45,55,90,normal,,32.5,2,0
Hoothoot,50,Hohoホーホー,Owl Pokémon,30,30,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,262,255,1000000,0.7,60,163,36,56,50,normal,flying,21.2,2,0
Noctowl,50,Yorunozukuヨルノズク,Owl Pokémon,50,50,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,452,90,1000000,1.6,100,164,86,96,70,normal,flying,40.8,2,0
Ledyba,50,Redibaレディバ,Five Star Pokémon,20,30,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,265,255,800000,1.0,40,165,40,80,55,bug,flying,10.8,2,0
Ledian,50,Redianレディアン,Five Star Pokémon,35,50,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,390,90,800000,1.4,55,166,55,110,85,bug,flying,35.6,2,0
Spinarak,50,Itomaruイトマル,String Spit Pokémon,60,40,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,250,255,800000,0.5,40,167,40,40,30,bug,poison,8.5,2,0
Ariados,50,Ariadosアリアドス,Long Leg Pokémon,90,70,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,400,90,800000,1.1,70,168,60,70,40,bug,poison,33.5,2,0
Crobat,50,Crobatクロバット,Bat Pokémon,0.00,0.00,0.25,1,1,2,0.5,0.25,1,1,1,0.25,0,2,1,0.5,2,2,1,1,3840,70,535,90,1000000,1.8,85,169,70,80,130,poison,flying,75.0,2,0
Chinchou,50,Chonchieチョンチー,Angler Pokémon,38,38,1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,5120,70,330,190,1250000,0.5,75,170,56,56,67,water,electric,12.0,2,0
Lanturn,50,Lanternランターン,Light Pokémon,58,58,1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,5120,70,460,75,1250000,1.2,125,171,76,76,67,water,electric,22.5,2,0
Pichu,50,Pichuピチュー,Tiny Mouse Pokémon,40,15,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,2560,70,205,190,1000000,0.3,20,172,35,35,60,electric,,2.0,2,0
Cleffa,24.6,Pyピィ,Star Shape Pokémon,25,28,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,2560,140,218,150,800000,0.3,50,173,45,55,15,fairy,,3.0,2,0
Igglybuff,24.6,Pupurinププリン,Balloon Pokémon,30,15,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,2560,70,210,170,800000,0.3,90,174,40,20,15,normal,fairy,1.0,2,0
Togepi,88.1,Togepyトゲピー,Spike Ball Pokémon,20,65,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,2560,70,245,190,800000,0.3,35,175,40,65,20,fairy,,1.5,2,0
Togetic,88.1,Togechickトゲチック,Happiness Pokémon,0.00,0.00,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,2560,70,405,75,800000,0.6,55,176,80,105,40,fairy,flying,3.2,2,0
Natu,50,Natyネイティ,Little Bird Pokémon,50,45,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,5120,70,320,190,1000000,0.2,40,177,70,45,70,psychic,flying,2.0,2,0
Xatu,50,Natioネイティオ,Mystic Pokémon,75,70,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,5120,70,470,75,1000000,1.5,65,178,95,70,95,psychic,flying,15.0,2,0
Mareep,50,Merriepメリープ,Wool Pokémon,40,40,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,280,235,1059860,0.6,55,179,65,45,35,electric,,7.8,2,0
Flaaffy,50,Mokokoモココ,Wool Pokémon,55,55,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,365,120,1059860,0.8,70,180,80,60,45,electric,,13.3,2,0
Ampharos,50,Denryuデンリュウ,Light Pokémon,95,105,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,610,45,1059860,1.4,90,181,165,110,45,electric,,61.5,2,0
Bellossom,50,Kireihanaキレイハナ,Flower Pokémon,80,95,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,490,45,1059860,0.4,75,182,90,100,50,grass,,5.8,2,0
Marill,50,Marilマリル,Aquamouse Pokémon,20,50,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,2560,70,250,190,800000,0.4,70,183,20,50,40,water,fairy,8.5,2,0
Azumarill,50,Marilliマリルリ,Aquarabbit Pokémon,50,80,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,2560,70,420,75,800000,0.8,100,184,60,80,50,water,fairy,28.5,2,0
Sudowoodo,50,Usokkieウソッキー,Imitation Pokémon,100,115,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,5120,70,410,65,1000000,1.2,70,185,30,65,30,rock,,38.0,2,0
Politoed,50,Nyorotonoニョロトノ,Frog Pokémon,75,75,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,500,45,1059860,1.1,90,186,90,100,70,water,,33.9,2,0
Hoppip,50,Haneccoハネッコ,Cottonweed Pokémon,35,40,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,5120,70,250,255,1059860,0.4,35,187,35,55,50,grass,flying,0.5,2,0
Skiploom,50,Popoccoポポッコ,Cottonweed Pokémon,45,50,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,5120,70,340,120,1059860,0.6,55,188,45,65,80,grass,flying,1.0,2,0
Jumpluff,50,Wataccoワタッコ,Cottonweed Pokémon,55,70,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,5120,70,460,45,1059860,0.8,75,189,55,95,110,grass,flying,3.0,2,0
Aipom,50,Eipamエイパム,Long Tail Pokémon,70,55,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,360,45,800000,0.8,55,190,40,55,85,normal,,11.5,2,0
Sunkern,50,Himanutsヒマナッツ,Seed Pokémon,30,30,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,180,235,1059860,0.3,30,191,30,30,30,grass,,1.8,2,0
Sunflora,50,Kimawariキマワリ,Sun Pokémon,75,55,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,425,120,1059860,0.8,75,192,105,85,30,grass,,8.5,2,0
Yanma,50,Yanyanmaヤンヤンマ,Clear Wing Pokémon,65,45,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,5120,70,390,75,1000000,1.2,65,193,75,45,95,bug,flying,38.0,2,0
Wooper,50,Upahウパー,Water Fish Pokémon,45,45,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,210,255,1000000,0.4,55,194,25,25,15,water,ground,8.5,2,0
Quagsire,50,Nuohヌオー,Water Fish Pokémon,85,85,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,430,90,1000000,1.4,95,195,65,65,35,water,ground,75.0,2,0
Espeon,88.1,Eifieエーフィ,Sun Pokémon,65,60,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,8960,70,525,45,1000000,0.9,65,196,130,95,110,psychic,,26.5,2,0
Umbreon,88.1,Blackyブラッキー,Moonlight Pokémon,65,110,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,8960,35,525,45,1000000,1.0,95,197,60,130,65,dark,,27.0,2,0
Murkrow,50,Yamikarasuヤミカラス,Darkness Pokémon,85,42,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,405,30,1059860,0.5,60,198,85,42,91,dark,flying,2.1,2,0
Slowking,50,Yadokingヤドキング,Royal Pokémon,75,80,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,5120,70,490,70,1000000,2.0,95,199,100,110,30,water,psychic,79.5,2,0
Misdreavus,50,Mumaムウマ,Screech Pokémon,60,60,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,435,45,800000,0.7,60,200,85,85,85,ghost,,1.0,2,0
Unown,,Unknownアンノーン,Symbol Pokémon,72,48,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,10240,70,336,225,1000000,0.5,48,201,72,48,48,psychic,,5.0,2,0
Wobbuffet,50,Sonansソーナンス,Patient Pokémon,33,58,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,405,45,1000000,1.3,190,202,33,58,33,psychic,,28.5,2,0
Girafarig,50,Kirinrikiキリンリキ,Long Neck Pokémon,80,65,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,5120,70,455,60,1000000,1.5,70,203,90,65,85,normal,psychic,41.5,2,0
Pineco,50,Kunugidamaクヌギダマ,Bagworm Pokémon,65,90,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,5120,70,290,190,1000000,0.6,50,204,35,35,15,bug,,7.2,2,0
Forretress,50,Foretosフォレトス,Bagworm Pokémon,90,140,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,5120,70,465,75,1000000,1.2,75,205,60,60,40,bug,steel,125.8,2,0
Dunsparce,50,Nokocchiノコッチ,Land Snake Pokémon,70,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,415,190,1000000,1.5,100,206,65,65,45,normal,,14.0,2,0
Gligar,50,Gligerグライガー,Flyscorpion Pokémon,75,105,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,5120,70,430,60,1059860,1.1,65,207,35,65,85,ground,flying,64.8,2,0
Steelix,50,Haganeilハガネール,Iron Snake Pokémon,125,230,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,6400,70,610,25,1000000,9.2,75,208,55,95,30,steel,ground,400.0,2,0
Snubbull,24.6,Buluブルー,Fairy Pokémon,80,50,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,300,190,800000,0.6,60,209,40,40,30,fairy,,7.8,2,0
Granbull,24.6,Granbuluグランブル,Fairy Pokémon,120,75,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,450,75,800000,1.4,90,210,60,60,45,fairy,,48.7,2,0
Qwilfish,50,Harysenハリーセン,Balloon Pokémon,95,85,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,440,45,1000000,0.5,65,211,55,55,85,water,poison,3.9,2,0
Scizor,50,Hassamハッサム,Pincer Pokémon,150,140,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,6400,70,600,25,1000000,1.8,70,212,65,100,75,bug,steel,118.0,2,0
Shuckle,50,Tsubotsuboツボツボ,Mold Pokémon,10,230,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,5120,70,505,190,1059860,0.6,20,213,10,230,5,bug,rock,20.5,2,0
Heracross,50,Heracrosヘラクロス,Singlehorn Pokémon,185,115,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,6400,70,600,45,1250000,1.5,80,214,40,105,75,bug,fighting,54.0,2,0
Sneasel,50,Nyulaニューラ,Sharp Claw Pokémon,95,55,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,5120,35,430,60,1059860,0.9,55,215,35,75,115,dark,ice,28.0,2,0
Teddiursa,50,Himegumaヒメグマ,Little Bear Pokémon,80,50,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,330,120,1000000,0.6,60,216,50,50,40,normal,,8.8,2,0
Ursaring,50,Ringumaリングマ,Hibernator Pokémon,130,75,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,500,60,1000000,1.8,90,217,75,75,55,normal,,125.8,2,0
Slugma,50,Magmagマグマッグ,Lava Pokémon,40,40,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,250,190,1000000,0.7,40,218,70,40,20,fire,,35.0,2,0
Magcargo,50,Magcargotマグカルゴ,Lava Pokémon,50,120,0.5,1,1,1,0.5,2,0.25,0.5,1,1,4,0.5,0.5,0.5,1,2,1,4,5120,70,430,75,1000000,0.8,60,219,90,80,30,fire,rock,55.0,2,0
Swinub,50,Urimooウリムー,Pig Pokémon,50,40,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,5120,70,250,225,1250000,0.4,50,220,30,30,50,ice,ground,6.5,2,0
Piloswine,50,Inomooイノムー,Swine Pokémon,100,80,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,5120,70,450,75,1250000,1.1,100,221,60,60,50,ice,ground,55.8,2,0
Corsola,24.6,Sunnygoサニーゴ,Coral Pokémon,55,95,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,5120,70,410,60,800000,0.6,65,222,65,95,35,water,rock,5.0,2,0
Remoraid,50,Teppouoテッポウオ,Jet Pokémon,65,35,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,300,190,1000000,0.6,35,223,65,35,65,water,,12.0,2,0
Octillery,50,Okutankオクタン,Jet Pokémon,105,75,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,480,75,1000000,0.9,75,224,105,75,45,water,,28.5,2,0
Delibird,50,Delibirdデリバード,Delivery Pokémon,55,45,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,5120,70,330,45,800000,0.9,45,225,65,45,75,ice,flying,16.0,2,0
Mantine,50,Mantainマンタイン,Kite Pokémon,40,70,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,6400,70,485,25,1250000,2.1,85,226,80,140,70,water,flying,220.0,2,0
Skarmory,50,Airmdエアームド,Armor Bird Pokémon,0.00,0.00,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,6400,70,465,25,1250000,1.7,65,227,40,70,70,steel,flying,50.5,2,0
Houndour,50,Delvilデルビル,Dark Pokémon,60,30,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,5120,35,330,120,1250000,0.6,45,228,80,50,65,dark,fire,10.8,2,0
Houndoom,50,Hellgarヘルガー,Dark Pokémon,90,90,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,5120,35,600,45,1250000,1.4,75,229,140,90,115,dark,fire,35.0,2,0
Kingdra,50,Kingdraキングドラ,Dragon Pokémon,95,95,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,5120,70,540,45,1000000,1.8,75,230,95,95,85,water,dragon,152.0,2,0
Phanpy,50,Gomazouゴマゾウ,Long Nose Pokémon,60,60,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,330,120,1000000,0.5,90,231,40,40,40,ground,,33.5,2,0
Donphan,50,Donfanドンファン,Armor Pokémon,120,120,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,500,60,1000000,1.1,90,232,60,60,50,ground,,120.0,2,0
Porygon2,,Porygon2ポリゴン２,Virtual Pokémon,80,90,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,515,45,1000000,0.6,85,233,105,95,60,normal,,32.5,2,0
Stantler,50,Odoshishiオドシシ,Big Horn Pokémon,95,62,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,465,45,1250000,1.4,73,234,85,65,85,normal,,71.2,2,0
Smeargle,50,Dobleドーブル,Painter Pokémon,20,35,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,250,45,800000,1.2,55,235,20,45,75,normal,,58.0,2,0
